	annotatorLabels	genre	goldLabels	pairID	promptID	sentence1	sentence1BinaryParse	sentence1Parse	sentence2	sentence2BinaryParse	sentence2Parse	tokenizedSentence1	gongLabelSentence1	tokenizedSentence2	gongLabelSentence2
2465	contradiction	travel	contradiction	125190c	125190	On the central supporting pillar is a statue of John the Baptist ' beheaded not by Herod but by iconoclastic Huguenot vandals.	( ( On ( ( the ( central ( supporting pillar ) ) ) ( is ( ( a statue ) ( of John ) ) ) ) ) ( ( the ( Baptist ' ) ) ( ( beheaded ( not ( ( ( by Herod ) but ) ( by ( iconoclastic ( Huguenot vandals ) ) ) ) ) ) . ) ) )	(ROOT (S (PP (IN On) (NP (NP (DT the) (JJ central) (JJ supporting) (NN pillar)) (SBAR (S (VP (VBZ is) (NP (NP (DT a) (NN statue)) (PP (IN of) (NP (NNP John))))))))) (NP (DT the) (NNP Baptist) (POS ')) (VP (VBD beheaded) (PP (RB not) (PP (IN by) (NP (NNP Herod))) (CC but) (PP (IN by) (NP (JJ iconoclastic) (NNP Huguenot) (NNS vandals))))) (. .)))	The central pillar showed shows a stature of John the Baptist getting beheaded by Herod.	( ( The ( central pillar ) ) ( ( ( showed shows ) ( ( a stature ) ( of ( ( John ( the Baptist ) ) ( getting ( beheaded ( by Herod ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (JJ central) (NN pillar)) (VP (VBD showed) (NP (NNS shows)) (NP (NP (DT a) (NN stature)) (PP (IN of) (NP (NP (NNP John) (DT the) (NNP Baptist)) (VP (VBG getting) (S (VP (VBN beheaded) (PP (IN by) (NP (NNP Herod)))))))))) (. .)))	"['<s>', 'On', 'Ġthe', 'Ġcentral', 'Ġsupporting', 'Ġpillar', 'Ġis', 'Ġa', 'Ġstatue', 'Ġof', 'ĠJohn', 'Ġthe', 'ĠBaptist', ""Ġ'"", 'Ġbe', 'headed', 'Ġnot', 'Ġby', 'ĠHerod', 'Ġbut', 'Ġby', 'Ġicon', 'ocl', 'astic', 'ĠHug', 'u', 'en', 'ot', 'Ġv', 'andals', '.', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'The', 'Ġcentral', 'Ġpillar', 'Ġshowed', 'Ġshows', 'Ġa', 'Ġstature', 'Ġof', 'ĠJohn', 'Ġthe', 'ĠBaptist', 'Ġgetting', 'Ġbe', 'headed', 'Ġby', 'ĠHerod', '.', '</s>']	[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2466	contradiction	travel	contradiction	12664c	12664	The Germans constructed walled Jewish ghettoes in Warsaw and Krakew.	( ( ( The Germans ) constructed ) ( ( ( walled ( Jewish ghettoes ) ) ( in ( ( Warsaw and ) Krakew ) ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNPS Germans)) (VP (VBN constructed))) (VP (VBD walled) (NP (JJ Jewish) (NNS ghettoes)) (PP (IN in) (NP (NNP Warsaw) (CC and) (NNP Krakew)))) (. .)))	The Germans constructed a Jewish ghetto in Berlin. 	( ( The Germans ) ( ( constructed ( ( a ( Jewish ghetto ) ) ( in Berlin ) ) ) . ) )	(ROOT (S (NP (DT The) (NNPS Germans)) (VP (VBN constructed) (NP (NP (DT a) (JJ Jewish) (NN ghetto)) (PP (IN in) (NP (NNP Berlin))))) (. .)))	['<s>', 'The', 'ĠGermans', 'Ġconstructed', 'Ġwall', 'ed', 'ĠJewish', 'Ġg', 'hett', 'oes', 'Ġin', 'ĠWarsaw', 'Ġand', 'ĠKra', 'ke', 'w', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'The', 'ĠGermans', 'Ġconstructed', 'Ġa', 'ĠJewish', 'Ġghetto', 'Ġin', 'ĠBerlin', '.', 'Ġ', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0]
2467	contradiction	telephone	contradiction	70955c	70955	and i love the mystery series	( and ( i ( love ( the ( mystery series ) ) ) ) )	(ROOT (FRAG (CC and) (NP (NP (FW i)) (SBAR (S (VP (VBP love) (NP (DT the) (NN mystery) (NN series))))))))	I hate the mystery genre. 	( I ( ( hate ( the ( mystery genre ) ) ) . ) )	(ROOT (S (NP (PRP I)) (VP (VBP hate) (NP (DT the) (NN mystery) (NN genre))) (. .)))	['<s>', 'and', 'Ġi', 'Ġlove', 'Ġthe', 'Ġmystery', 'Ġseries', '</s>']	[0 0 0 0 0 0 0 0]	['<s>', 'I', 'Ġhate', 'Ġthe', 'Ġmystery', 'Ġgenre', '.', 'Ġ', '</s>']	[0 0 0 0 0 0 0 0 0]
2468	contradiction	telephone	contradiction	97231c	97231	well they charge extra now they there was a time here a few years ago when they put an extra tax on all the campgrounds and the uh motels and hotels	( well ( they ( ( ( charge extra ) now ) ( they ( there ( was ( ( ( a time ) ( ( here ( a ( few years ) ) ) ago ) ) ( when ( they ( ( put ( an ( extra tax ) ) ) ( on ( ( ( all ( the campgrounds ) ) and ) ( the ( uh ( ( motels and ) hotels ) ) ) ) ) ) ) ) ) ) ) ) ) ) )	(ROOT (ADJP (RB well) (SBAR (S (NP (PRP they)) (VP (VBP charge) (NP (JJ extra)) (ADVP (RB now)) (SBAR (S (NP (PRP they)) (ADVP (RB there)) (VP (VBD was) (NP (NP (DT a) (NN time)) (ADVP (NP (RB here) (DT a) (JJ few) (NNS years)) (RB ago)) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD put) (NP (DT an) (JJ extra) (NN tax)) (PP (IN on) (NP (NP (PDT all) (DT the) (NNS campgrounds)) (CC and) (NP (DT the) (JJ uh) (NNS motels) (CC and) (NNS hotels))))))))))))))))	They do not charge extra now.	( They ( ( ( do not ) ( ( charge extra ) now ) ) . ) )	(ROOT (S (NP (PRP They)) (VP (VBP do) (RB not) (VP (VB charge) (NP (JJ extra)) (ADVP (RB now)))) (. .)))	['<s>', 'well', 'Ġthey', 'Ġcharge', 'Ġextra', 'Ġnow', 'Ġthey', 'Ġthere', 'Ġwas', 'Ġa', 'Ġtime', 'Ġhere', 'Ġa', 'Ġfew', 'Ġyears', 'Ġago', 'Ġwhen', 'Ġthey', 'Ġput', 'Ġan', 'Ġextra', 'Ġtax', 'Ġon', 'Ġall', 'Ġthe', 'Ġcamp', 'grounds', 'Ġand', 'Ġthe', 'Ġuh', 'Ġmot', 'els', 'Ġand', 'Ġhotels', '</s>']	[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'They', 'Ġdo', 'Ġnot', 'Ġcharge', 'Ġextra', 'Ġnow', '.', '</s>']	[0 0 0 0 1 0 0 0 0]
2469	contradiction	government	contradiction	79065c	79065	The need never has been greater.	( ( The need ) ( never ( ( has ( been greater ) ) . ) ) )	(ROOT (S (NP (DT The) (NN need)) (ADVP (RB never)) (VP (VBZ has) (VP (VBN been) (ADJP (JJR greater)))) (. .)))	The need was higher last week.	( ( The need ) ( ( ( was higher ) ( last week ) ) . ) )	(ROOT (S (NP (DT The) (NN need)) (VP (VBD was) (ADJP (JJR higher)) (NP (JJ last) (NN week))) (. .)))	['<s>', 'The', 'Ġneed', 'Ġnever', 'Ġhas', 'Ġbeen', 'Ġgreater', '.', '</s>']	[0 0 0 0 0 0 0 0 0]	['<s>', 'The', 'Ġneed', 'Ġwas', 'Ġhigher', 'Ġlast', 'Ġweek', '.', '</s>']	[0 0 0 0 1 0 0 0 0]
2470	contradiction	fiction	contradiction	79251c	79251	She tossed off her little V. 	( She ( ( tossed off ) ( her ( little V. ) ) ) )	(ROOT (S (NP (PRP She)) (VP (VBD tossed) (PRT (RP off)) (NP (PRP$ her) (JJ little) (NNP V.)))))	She held on to her V	( She ( held ( on ( to ( her V ) ) ) ) )	(ROOT (S (NP (PRP She)) (VP (VBN held) (PP (IN on) (PP (TO to) (NP (PRP$ her) (NN V)))))))	['<s>', 'She', 'Ġtossed', 'Ġoff', 'Ġher', 'Ġlittle', 'ĠV', '.', 'Ġ', '</s>']	[0 0 0 0 0 0 0 0 0 0]	['<s>', 'She', 'Ġheld', 'Ġon', 'Ġto', 'Ġher', 'ĠV', '</s>']	[0 0 0 0 0 0 0 0]
2471	contradiction	government	contradiction	116812c	116812	They often survive on a bare-bones budget, a staff of volunteers and generous donations	( They ( often ( survive ( on ( ( ( a ( bare-bones budget ) ) , ) ( ( a staff ) ( of ( ( volunteers and ) ( generous donations ) ) ) ) ) ) ) ) )	(ROOT (S (NP (PRP They)) (VP (ADVP (RB often)) (VBP survive) (PP (IN on) (NP (NP (DT a) (JJ bare-bones) (NN budget)) (, ,) (NP (NP (DT a) (NN staff)) (PP (IN of) (NP (NP (NNS volunteers)) (CC and) (NP (JJ generous) (NNS donations))))))))))	They do not receive any donations.	( They ( ( ( do not ) ( receive ( any donations ) ) ) . ) )	(ROOT (S (NP (PRP They)) (VP (VBP do) (RB not) (VP (VB receive) (NP (DT any) (NNS donations)))) (. .)))	['<s>', 'They', 'Ġoften', 'Ġsurvive', 'Ġon', 'Ġa', 'Ġbare', '-', 'bones', 'Ġbudget', ',', 'Ġa', 'Ġstaff', 'Ġof', 'Ġvolunteers', 'Ġand', 'Ġgenerous', 'Ġdonations', '</s>']	[0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0]	['<s>', 'They', 'Ġdo', 'Ġnot', 'Ġreceive', 'Ġany', 'Ġdonations', '.', '</s>']	[0 0 0 0 0 0 0 0 0]
2472	contradiction	fiction	contradiction	15427c	15427	My name is Benjamin Franklin.	( ( My name ) ( ( is ( Benjamin Franklin ) ) . ) )	(ROOT (S (NP (PRP$ My) (NN name)) (VP (VBZ is) (NP (NNP Benjamin) (NNP Franklin))) (. .)))	His name was George Washington.	( ( His name ) ( ( was ( George Washington ) ) . ) )	(ROOT (S (NP (PRP$ His) (NN name)) (VP (VBD was) (NP (NNP George) (NNP Washington))) (. .)))	['<s>', 'My', 'Ġname', 'Ġis', 'ĠBenjamin', 'ĠFranklin', '.', '</s>']	[0 0 0 0 0 0 0 0]	['<s>', 'His', 'Ġname', 'Ġwas', 'ĠGeorge', 'ĠWashington', '.', '</s>']	[0 0 0 0 0 0 0 0]
2473	contradiction	fiction	contradiction	118950c	118950	Poor Cynthia is quite frightened, said Mrs. Cavendish in a low clear voice. 	( ( ( Poor Cynthia ) ( is ( quite frightened ) ) ) ( , ( ( said ( ( Mrs. Cavendish ) ( in ( a ( ( low clear ) voice ) ) ) ) ) . ) ) )	(ROOT (SINV (S (NP (NNP Poor) (NNP Cynthia)) (VP (VBZ is) (ADJP (RB quite) (VBN frightened)))) (, ,) (VP (VBD said)) (NP (NP (NNP Mrs.) (NNP Cavendish)) (PP (IN in) (NP (DT a) (ADJP (JJ low) (JJ clear)) (NN voice)))) (. .)))	Mrs. Cavendish didn't think Cynthia was scared at all.	( ( Mrs. Cavendish ) ( ( ( did n't ) ( think ( Cynthia ( was ( scared ( at all ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNP Mrs.) (NNP Cavendish)) (VP (VBD did) (RB n't) (VP (VB think) (SBAR (S (NP (NNP Cynthia)) (VP (VBD was) (VP (VBN scared) (ADVP (IN at) (DT all)))))))) (. .)))	['<s>', 'Poor', 'ĠCynthia', 'Ġis', 'Ġquite', 'Ġfrightened', ',', 'Ġsaid', 'ĠMrs', '.', 'ĠCav', 'endish', 'Ġin', 'Ġa', 'Ġlow', 'Ġclear', 'Ġvoice', '.', 'Ġ', '</s>']	[0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0]	"['<s>', 'Mrs', '.', 'ĠCav', 'endish', 'Ġdidn', ""'t"", 'Ġthink', 'ĠCynthia', 'Ġwas', 'Ġscared', 'Ġat', 'Ġall', '.', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2474	contradiction	fiction	contradiction	22411c	22411	"Or perhaps  """	( Or ( perhaps '' ) )	(ROOT (FRAG (CC Or) (S (VP (VBG perhaps) ('' '')))))	There is no chance.	( There ( ( is ( no chance ) ) . ) )	(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (DT no) (NN chance))) (. .)))	"['<s>', 'Or', 'Ġperhaps', 'Ġ', 'Ġ""', '</s>']"	[0 0 0 0 0 0]	['<s>', 'There', 'Ġis', 'Ġno', 'Ġchance', '.', '</s>']	[0 0 0 0 0 0 0]
2475	contradiction	travel	contradiction	110877c	110877	The Malay language, Bahasa Malaysia, was also officially encouraged.	( ( ( ( ( The ( Malay language ) ) , ) ( Bahasa Malaysia ) ) , ) ( ( ( was also ) ( officially encouraged ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNP Malay) (NN language)) (, ,) (NP (NNP Bahasa) (NNP Malaysia)) (, ,)) (VP (VBD was) (ADVP (RB also)) (VP (ADVP (RB officially)) (VBN encouraged))) (. .)))	Use of Bahasa Malaysia was discouraged.	( ( Use ( of ( Bahasa Malaysia ) ) ) ( ( was discouraged ) . ) )	(ROOT (S (NP (NP (NN Use)) (PP (IN of) (NP (NNP Bahasa) (NNP Malaysia)))) (VP (VBD was) (VP (VBN discouraged))) (. .)))	['<s>', 'The', 'ĠMal', 'ay', 'Ġlanguage', ',', 'ĠBah', 'asa', 'ĠMalaysia', ',', 'Ġwas', 'Ġalso', 'Ġofficially', 'Ġencouraged', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]	['<s>', 'Use', 'Ġof', 'ĠBah', 'asa', 'ĠMalaysia', 'Ġwas', 'Ġdiscouraged', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0]
2476	contradiction	travel	contradiction	145124c	145124	In recent years Maoist activity in the area has limited the number of people visiting Gorkha.	( ( In ( recent years ) ) ( ( ( Maoist activity ) ( in ( the area ) ) ) ( ( has ( limited ( ( the number ) ( of ( people ( visiting Gorkha ) ) ) ) ) ) . ) ) )	(ROOT (S (PP (IN In) (NP (JJ recent) (NNS years))) (NP (NP (JJ Maoist) (NN activity)) (PP (IN in) (NP (DT the) (NN area)))) (VP (VBZ has) (VP (VBN limited) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (NP (NNS people)) (VP (VBG visiting) (NP (NNP Gorkha)))))))) (. .)))	In recent years Maoist activity in the area has drawn in a great amount f visitors. 	( ( In ( recent years ) ) ( ( ( Maoist activity ) ( in ( the area ) ) ) ( ( has ( drawn ( in ( ( a ( great amount ) ) ( f visitors ) ) ) ) ) . ) ) )	(ROOT (S (PP (IN In) (NP (JJ recent) (NNS years))) (NP (NP (JJ Maoist) (NN activity)) (PP (IN in) (NP (DT the) (NN area)))) (VP (VBZ has) (VP (VBN drawn) (PP (IN in) (NP (NP (DT a) (JJ great) (NN amount)) (X (X (SYM f)) (NP (NNS visitors))))))) (. .)))	['<s>', 'In', 'Ġrecent', 'Ġyears', 'ĠMao', 'ist', 'Ġactivity', 'Ġin', 'Ġthe', 'Ġarea', 'Ġhas', 'Ġlimited', 'Ġthe', 'Ġnumber', 'Ġof', 'Ġpeople', 'Ġvisiting', 'ĠGork', 'ha', '.', '</s>']	[0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]	['<s>', 'In', 'Ġrecent', 'Ġyears', 'ĠMao', 'ist', 'Ġactivity', 'Ġin', 'Ġthe', 'Ġarea', 'Ġhas', 'Ġdrawn', 'Ġin', 'Ġa', 'Ġgreat', 'Ġamount', 'Ġf', 'Ġvisitors', '.', 'Ġ', '</s>']	[0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0]
2477	contradiction	travel	contradiction	51833c	51833	The stone was taken as booty from a Crusader church in Acre (now Israel) when it was overrun by Arab forces.	( ( The stone ) ( ( was ( ( taken ( as ( booty ( from ( a ( Crusader church ) ) ) ) ) ) ( in ( ( Acre ( -LRB- ( ( now Israel ) -RRB- ) ) ) ( when ( it ( was ( overrun ( by ( Arab forces ) ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (NN stone)) (VP (VBD was) (VP (VBN taken) (PP (IN as) (NP (NP (NN booty)) (PP (IN from) (NP (DT a) (NNP Crusader) (NN church))))) (PP (IN in) (NP (NP (NNP Acre)) (PRN (-LRB- -LRB-) (NP (ADVP (RB now)) (NNP Israel)) (-RRB- -RRB-)) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBD was) (VP (NN overrun) (PP (IN by) (NP (JJ Arab) (NNS forces))))))))))) (. .)))	Arab forces did not take the stone from a crusader church.	( ( Arab forces ) ( ( ( did not ) ( ( take ( the stone ) ) ( from ( a ( crusader church ) ) ) ) ) . ) )	(ROOT (S (NP (JJ Arab) (NNS forces)) (VP (VBD did) (RB not) (VP (VB take) (NP (DT the) (NN stone)) (PP (IN from) (NP (DT a) (NN crusader) (NN church))))) (. .)))	['<s>', 'The', 'Ġstone', 'Ġwas', 'Ġtaken', 'Ġas', 'Ġboot', 'y', 'Ġfrom', 'Ġa', 'ĠCrusader', 'Ġchurch', 'Ġin', 'ĠAc', 're', 'Ġ(', 'now', 'ĠIsrael', ')', 'Ġwhen', 'Ġit', 'Ġwas', 'Ġoverrun', 'Ġby', 'ĠArab', 'Ġforces', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'Arab', 'Ġforces', 'Ġdid', 'Ġnot', 'Ġtake', 'Ġthe', 'Ġstone', 'Ġfrom', 'Ġa', 'Ġcrus', 'ader', 'Ġchurch', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2478	contradiction	government	contradiction	98878c	98878	At some point, reducing federal unified deficits or maintaining unified surpluses at the expense of federal R&amp;D and education spending raises concerns about future workers' skills, technological advancement, and, thus, economic growth.	( ( At ( some point ) ) ( , ( ( ( ( reducing ( federal ( unified deficits ) ) ) or ) ( ( maintaining ( unified surpluses ) ) ( at ( ( the expense ) ( of ( federal ( R&D ( and ( education spending ) ) ) ) ) ) ) ) ) ( ( raises ( concerns ( about ( ( ( ( ( ( ( future ( workers ' ) ) skills ) , ) ( technological advancement ) ) , ) and ) ( ( , ( thus , ) ) ( economic growth ) ) ) ) ) ) . ) ) ) )	(ROOT (S (PP (IN At) (NP (DT some) (NN point))) (, ,) (S (VP (VP (VBG reducing) (NP (JJ federal) (JJ unified) (NNS deficits))) (CC or) (VP (VBG maintaining) (NP (JJ unified) (NNS surpluses)) (PP (IN at) (NP (NP (DT the) (NN expense)) (PP (IN of) (NP (JJ federal) (NN R&D) (CC and) (NN education) (NN spending)))))))) (VP (VBZ raises) (NP (NP (NNS concerns)) (PP (IN about) (NP (NP (NP (JJ future) (NNS workers) (POS ')) (NNS skills)) (, ,) (NP (JJ technological) (NN advancement)) (, ,) (CC and) (NP (PRN (, ,) (ADVP (RB thus)) (, ,)) (JJ economic) (NN growth)))))) (. .)))	There are no concerns about economic growth arising from the decision to not spend on education.	( There ( ( are ( ( no concerns ) ( about ( ( economic growth ) ( ( arising ( from ( the decision ) ) ) ( ( to not ) ( spend ( on education ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (DT no) (NNS concerns)) (PP (IN about) (NP (NP (JJ economic) (NN growth)) (VP (VBG arising) (PP (IN from) (NP (DT the) (NN decision))) (S (VP (TO to) (RB not) (VP (VB spend) (PP (IN on) (NP (NN education))))))))))) (. .)))	"['<s>', 'At', 'Ġsome', 'Ġpoint', ',', 'Ġreducing', 'Ġfederal', 'Ġunified', 'Ġdeficits', 'Ġor', 'Ġmaintaining', 'Ġunified', 'Ġsur', 'pl', 'uses', 'Ġat', 'Ġthe', 'Ġexpense', 'Ġof', 'Ġfederal', 'ĠR', '&', 'amp', ';', 'D', 'Ġand', 'Ġeducation', 'Ġspending', 'Ġraises', 'Ġconcerns', 'Ġabout', 'Ġfuture', 'Ġworkers', ""'"", 'Ġskills', ',', 'Ġtechnological', 'Ġadvancement', ',', 'Ġand', ',', 'Ġthus', ',', 'Ġeconomic', 'Ġgrowth', '.', '</s>']"	"[0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0]"	['<s>', 'There', 'Ġare', 'Ġno', 'Ġconcerns', 'Ġabout', 'Ġeconomic', 'Ġgrowth', 'Ġarising', 'Ġfrom', 'Ġthe', 'Ġdecision', 'Ġto', 'Ġnot', 'Ġspend', 'Ġon', 'Ġeducation', '.', '</s>']	[0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0]
2479	contradiction	fiction	contradiction	44360c	44360	Miss Howard's evidence, unimportant as it was, had been given in such a downright straightforward manner that it had never occurred to me to doubt her sincerity. 	( ( ( ( ( ( Miss ( Howard 's ) ) evidence ) , ) ( unimportant ( as ( it was ) ) ) ) , ) ( ( had ( been ( given ( in ( ( such ( a ( ( downright straightforward ) manner ) ) ) ( that ( it ( had ( never ( ( occurred ( to me ) ) ( to ( doubt ( her sincerity ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (NP (NNP Miss) (NNP Howard) (POS 's)) (NN evidence)) (, ,) (ADJP (JJ unimportant) (SBAR (IN as) (S (NP (PRP it)) (VP (VBD was))))) (, ,)) (VP (VBD had) (VP (VBN been) (VP (VBN given) (PP (IN in) (NP (NP (JJ such) (DT a) (ADJP (RB downright) (JJ straightforward)) (NN manner)) (SBAR (IN that) (S (NP (PRP it)) (VP (VBD had) (VP (ADVP (RB never)) (VBN occurred) (PP (TO to) (NP (PRP me))) (S (VP (TO to) (VP (VB doubt) (NP (PRP$ her) (NN sincerity)))))))))))))) (. .)))	I had suspicions about Miss Howard from the start. I never did like her.	( ( I ( ( ( had ( suspicions ( about ( Miss Howard ) ) ) ) ( from ( the start ) ) ) . ) ) ( I ( ( never ( did ( like her ) ) ) . ) ) )	(ROOT (S (S (NP (PRP I)) (VP (VBD had) (NP (NP (NNS suspicions)) (PP (IN about) (NP (NNP Miss) (NNP Howard)))) (PP (IN from) (NP (DT the) (NN start)))) (. .)) (NP (PRP I)) (VP (ADVP (RB never)) (VBD did) (PP (IN like) (NP (PRP her)))) (. .)))	"['<s>', 'Miss', 'ĠHoward', ""'s"", 'Ġevidence', ',', 'Ġun', 'important', 'Ġas', 'Ġit', 'Ġwas', ',', 'Ġhad', 'Ġbeen', 'Ġgiven', 'Ġin', 'Ġsuch', 'Ġa', 'Ġdownright', 'Ġstraightforward', 'Ġmanner', 'Ġthat', 'Ġit', 'Ġhad', 'Ġnever', 'Ġoccurred', 'Ġto', 'Ġme', 'Ġto', 'Ġdoubt', 'Ġher', 'Ġsincerity', '.', 'Ġ', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0]	['<s>', 'I', 'Ġhad', 'Ġsuspicions', 'Ġabout', 'ĠMiss', 'ĠHoward', 'Ġfrom', 'Ġthe', 'Ġstart', '.', 'ĠI', 'Ġnever', 'Ġdid', 'Ġlike', 'Ġher', '.', '</s>']	[0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0]
2480	contradiction	fiction	contradiction	112174c	112174	The chain twirled and caught the woman's sword arm around her wrist and the guard of the rapier.	( ( The chain ) ( ( ( twirled and ) ( ( caught ( ( the ( woman 's ) ) ( sword arm ) ) ) ( around ( ( ( her wrist ) and ) ( ( the guard ) ( of ( the rapier ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (NN chain)) (VP (VP (VBD twirled)) (CC and) (VP (VBD caught) (NP (NP (DT the) (NN woman) (POS 's)) (NN sword) (NN arm)) (PP (IN around) (NP (NP (PRP$ her) (NN wrist)) (CC and) (NP (NP (DT the) (NN guard)) (PP (IN of) (NP (DT the) (NN rapier)))))))) (. .)))	The chain caught the woman's legs.	( ( The chain ) ( ( caught ( ( the ( woman 's ) ) legs ) ) . ) )	(ROOT (S (NP (DT The) (NN chain)) (VP (VBD caught) (NP (NP (DT the) (NN woman) (POS 's)) (NNS legs))) (. .)))	"['<s>', 'The', 'Ġchain', 'Ġtw', 'irled', 'Ġand', 'Ġcaught', 'Ġthe', 'Ġwoman', ""'s"", 'Ġsword', 'Ġarm', 'Ġaround', 'Ġher', 'Ġwrist', 'Ġand', 'Ġthe', 'Ġguard', 'Ġof', 'Ġthe', 'Ġrap', 'ier', '.', '</s>']"	[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	"['<s>', 'The', 'Ġchain', 'Ġcaught', 'Ġthe', 'Ġwoman', ""'s"", 'Ġlegs', '.', '</s>']"	[0 0 0 0 0 0 0 0 0 0]
